theta_kabs,theta_kmax,theta_kmin,theta_kp1,theta_kp2,theta_kp3,theta_ka1,theta_ka2,theta_kd,theta_ksc,theta_Vmx,theta_Km0
1.0660182,1.094885,1.0916146,1.1396585,1.1458144,0.9319883,1.1225283,1.1868937,1.0968366,0.932037,1.063655,1.0857742
0.84960955,1.0636332,1.0167451,1.0848525,0.9427194,1.0140749,0.9862064,0.88963723,1.009568,1.0174476,1.0586842,0.9920692
1.0274572,1.1883514,1.1338149,0.8952734,0.9288119,1.195917,1.0675128,0.94351244,1.0417213,1.0851375,0.9213536,0.91020876
0.92828095,1.0551047,0.87321585,0.94396394,1.06587,0.88245386,0.95088637,1.084368,1.0168607,1.0364614,0.92227316,1.0490596
1.0370823,1.0773578,0.89460635,1.0245734,1.0893651,0.8984751,0.9616395,0.93886364,0.92885745,1.0858775,0.9287601,0.9120032
1.020071,0.98832476,1.1290121,0.88451713,0.9947713,0.89411,0.9987044,0.957792,0.9601753,1.0130554,1.0738434,1.0610687
1.1808078,1.0932018,1.1951286,1.160167,0.9017675,1.1820066,1.0346328,0.99868834,1.045703,1.0192256,0.94049406,1.0969777
1.0123221,1.0619402,1.1977793,1.0614768,0.984624,1.122074,0.9557637,1.0382569,0.9818986,1.0072055,1.052116,1.0894657
0.8813732,1.179631,1.0542681,0.89888245,1.1626219,0.90859145,1.0230117,1.0399815,0.97239745,0.9511749,1.0716279,1.0006675
0.827647,1.1670687,1.0761958,0.8865371,0.91919786,0.99080414,1.1721737,1.1040015,0.9897733,0.960493,0.98843277,0.9633311
1.2003868,1.0463828,1.1884483,0.98365736,1.1861452,1.1717272,1.1966509,1.1216972,0.95265543,1.0651692,1.0454144,0.92971665
0.81283003,0.8611468,1.1929452,1.1881883,1.0456593,0.85991293,1.1198534,1.1898226,0.9324633,0.99598944,0.9931028,0.95630455
1.0540313,0.89868903,0.96044135,1.0650754,0.9196398,0.97509885,0.87281936,1.1449015,0.9691705,1.0131865,0.9813562,0.9108372
1.0563496,1.0582207,1.1804353,0.919062,1.1159471,1.023589,0.93006027,1.1724547,0.9646522,0.9125399,1.0834162,0.9831013
0.80970997,0.9458221,0.9470518,0.95025355,0.9567937,1.1380361,1.0012829,0.94897336,0.9378919,1.033218,1.0917174,1.0736283
1.078883,0.9779993,1.163735,0.97215575,0.85405236,1.0267715,1.0981011,1.1490763,1.0364448,0.98514616,1.02067,1.0096844
1.1321017,1.0687754,1.143654,0.855124,1.1521877,1.0090673,1.1990551,0.8994681,0.9001203,1.062161,1.08888,1.0688492
1.1515957,0.94258535,0.94558215,1.1104425,1.0719886,1.0410037,0.92005014,1.0196317,0.9459073,1.0593823,0.94474256,0.9876969
0.9316136,1.0961481,1.1883576,0.89247745,1.0119836,0.9346181,1.1790909,1.13322,0.937407,1.0748526,0.9781092,0.9150187
1.0538846,0.98796874,1.112334,0.8676869,1.1611351,1.0243516,0.9127046,1.0041598,1.0364478,1.0274959,1.0316439,1.0638665
1.1006637,0.8649678,0.86123604,1.0660459,1.0688891,0.9251867,1.1423897,0.8733979,1.0097892,0.981081,0.9704587,0.9874008
0.8559391,1.1737783,1.1668117,1.1821897,1.1763861,1.0304348,1.1882792,1.0974164,0.9996466,1.0775589,1.0620493,1.0710169
1.1311886,1.0851781,1.0875616,0.8952111,0.8772292,0.9641618,0.8534282,1.1515843,0.9547495,1.0785791,0.9130408,1.047374
0.81698525,0.96628493,0.9689912,1.1828219,1.1608305,1.128061,0.9329132,1.0526699,1.0982493,0.9879406,1.0873753,1.0035087
1.0801022,0.89302236,0.9995852,0.87155867,1.1743339,1.0896889,1.1048977,1.1922439,0.92433274,0.9923775,0.99608827,0.9264558
1.12757,1.1567189,1.0725262,1.1948183,0.9842156,1.1380287,1.0980477,1.1991109,0.94048303,1.0198898,1.0947573,0.9972727
0.85114825,0.8710771,0.98450327,0.8535545,0.9220842,0.9872053,0.90561914,0.91273236,0.9917934,0.93594474,1.0548437,1.0649041
0.89567685,1.13899,1.1892523,1.109365,1.0774903,0.90497375,1.070186,0.9160014,0.989261,0.92696244,0.90276676,0.93136454
0.910354,1.0461448,1.1328166,0.8526205,1.0997962,1.1341696,1.0542778,0.9122208,1.0066737,1.0444791,0.93184346,0.94184816
0.9092665,1.0603594,0.8825132,1.0569042,1.1606206,1.0194322,0.85782784,1.1813339,1.0006938,0.9614791,0.97076774,0.9269021
1.2341096,0.9196835,1.1729983,1.1703353,0.8874355,1.0776135,1.0303797,1.182219,1.0626636,1.0228242,1.0100038,0.9467197
0.9956795,1.0696607,0.9888438,1.1083218,1.0907598,1.1354079,1.1857914,0.86594254,1.0961742,0.9514091,0.9180493,0.943092
0.8800899,1.0515527,1.1806699,0.8831806,1.0231717,1.0645754,1.1159346,0.85574913,0.9890499,1.0282747,0.98185354,1.0750544
0.8452994,1.0661951,0.8516307,0.95913893,0.861877,1.0255737,1.1210856,0.9250953,0.97251445,0.90249854,0.92981243,1.0417001
0.9620376,0.9111725,0.8946919,1.1104559,0.9245245,1.0748521,0.9757659,0.9527654,0.9312003,1.0056258,1.0100676,1.0426437
1.2073349,1.1362791,0.8712268,0.9697564,1.1972337,1.0808886,0.9950992,0.93128204,0.96283066,0.9511711,1.0931163,0.99601704
1.1253754,1.0534941,0.9047435,0.92549926,1.0466523,0.8840027,0.8778148,1.1686605,0.9369676,0.90252376,0.9235887,0.9108657
0.8815148,1.1681046,1.0452955,1.1075628,0.89056534,1.1130651,0.99056715,1.0933944,1.0290339,1.02807,0.99712175,1.086195
0.9032301,0.9471878,1.0045028,1.1568239,1.1179892,1.0863694,1.1524787,1.0671782,1.0683386,1.0325799,0.9242714,0.97882515
1.0590962,0.8953405,1.1505857,0.85158753,1.1585115,1.0456451,0.9042507,0.92843634,0.9352029,0.95956343,1.0604659,1.0125792
1.0514351,1.1571093,0.92675656,1.1957058,1.1745362,1.0961149,1.0425962,0.91985154,1.0077223,1.0248735,0.9951356,0.9575191
1.2004395,1.1580304,0.9390239,1.038133,1.1934967,0.9575959,1.1506604,1.0294406,0.9451752,0.92601246,0.9915442,0.9952332
1.0861784,1.1281362,0.89174336,1.1540415,1.1376158,1.0228264,1.0645618,0.97215164,1.040251,0.91126764,1.0181931,1.0861374
0.98630834,0.9632836,1.0259069,0.8533483,0.97531164,0.9273277,1.0726526,0.8701771,1.0833112,1.0060978,1.0387744,0.9718104
0.83172643,0.8522497,1.1532642,1.1047329,0.97853667,1.0497844,1.0729665,1.1714176,1.0565672,0.91495305,1.0859665,1.0638055
1.1476002,0.8527862,0.93313056,0.9614212,0.9403961,0.8843057,0.97232324,0.97378206,1.0514375,0.915318,0.98025477,0.91021544
0.9348803,1.1782634,0.86860496,0.9291567,0.8731603,0.98543644,0.8554668,0.968639,0.96375567,1.0584861,1.019309,1.0254201
1.1029351,0.9136214,0.9568968,0.9040669,0.8814214,0.91729724,1.1797289,0.87578994,0.946244,1.0515841,1.0699084,0.9683923
0.860934,1.196942,0.9460833,1.1619174,0.8950784,0.95024425,1.1563711,1.0216835,0.99324846,1.0116458,0.9908825,1.0809469
1.1288944,1.0320114,0.8995525,0.95932657,1.102148,0.9185259,0.88820577,1.1555507,1.0608703,0.9241018,0.91851413,1.0800304
1.1102165,0.8577193,1.126794,0.9754896,1.1669924,0.8777491,0.99736226,1.0593255,1.0469753,1.0443733,0.95942146,1.0554395
1.043754,1.0922114,1.029337,0.8917883,1.0889734,1.1995399,1.0092129,1.1404518,1.0113481,0.9901715,0.9932483,0.9442265
0.9169591,0.9243673,0.9907031,1.0060376,1.0236384,1.0285778,0.93631977,0.994341,1.0388316,0.9633897,0.94081235,1.0659677
1.0011586,1.0189782,1.1195343,1.1793221,1.058025,0.9634388,1.1952517,1.0699744,1.0903035,0.94653475,1.0180688,0.933047
0.9845892,1.1010268,1.095399,1.0830379,1.1060158,0.97109187,1.1423974,0.95062286,1.0271174,1.0902823,1.0762625,0.958383
1.052921,0.92037284,1.0776778,1.1062614,1.1463345,1.0392231,1.0589416,1.1127859,0.92459255,0.9501826,0.964139,1.0380034
1.0018431,0.9613995,1.0576754,1.1393416,0.9261486,0.9069588,1.1869721,0.9819769,0.95274115,0.9665376,1.0887679,0.96539205
0.86862457,0.9222278,1.1578519,1.0119258,0.89636755,1.0192276,1.1640605,1.0024587,1.0459383,0.9265868,1.0130494,1.0653347
1.1281298,0.935697,0.8923016,1.0556405,1.1390208,1.1241531,0.9979099,0.9474331,1.078594,0.973374,0.9243667,1.0919056
0.9971128,0.95938766,0.90384126,1.0868601,0.873676,0.97426033,1.0218257,1.0570383,1.0165285,1.015173,1.060783,0.92674863
1.0638193,1.1447567,0.86140466,0.91555244,1.0349014,1.1723912,1.0107672,1.15184,0.90066415,1.0527056,0.97682744,1.0638025
0.9097628,1.0924714,0.86500823,0.9172033,0.97292614,1.0618612,0.9090791,1.0654613,0.9468788,0.9129355,0.9665692,1.0435123
0.8915596,0.96727335,0.95582545,1.0779448,1.0867972,1.0484018,1.147902,1.0456824,0.9959629,0.9455153,0.9755748,1.0123891
0.86320037,1.1817493,1.1767721,0.8686787,0.9058676,1.057487,1.1759903,0.9698542,1.0969285,0.9274077,1.0884776,0.9633449
1.230804,1.0280874,1.1095849,1.0843776,1.1233295,1.0218927,0.99174947,1.0936764,0.9138017,0.99645245,0.9811188,1.085396
1.1645548,0.9073221,0.9514921,0.9202782,1.1905189,1.0217865,1.0566447,0.9167536,1.0055926,0.9744701,0.9283375,0.9151188
0.83264667,1.1988965,0.96659213,0.90026474,0.99629056,1.0150543,0.9977347,0.9494437,0.9644446,0.9727223,0.9222113,1.0893124
0.9966738,0.97317356,0.9596715,0.8521339,1.0333409,1.1108452,1.0036936,0.9076549,1.0597152,1.0745285,0.96180636,0.9396139
0.9461378,0.9359253,0.9189275,1.0882906,0.8513191,1.0561471,0.955586,1.001629,0.9268373,1.0482665,1.0062832,1.0764233
0.8534955,0.9742943,1.184672,1.1126741,0.954534,1.021479,1.101151,1.1317527,1.0151252,0.9020632,0.97962344,0.9330716
1.0318742,0.8530922,0.9336253,1.1357003,1.0942266,0.93006897,1.1091316,0.94744974,1.0861325,0.9495169,1.0393404,1.0765347
1.0869787,1.1014235,0.9198746,1.1451049,1.1971402,0.98886484,0.8807861,1.1221,0.9590885,0.96224064,1.0527409,0.90758806
1.2359555,1.1449796,0.94578516,1.1290282,0.9579233,1.1970755,1.1632468,0.9159764,0.97437483,1.0681078,1.0178032,0.9386974
1.1977911,0.95884544,0.9546506,1.1246012,0.8703323,0.8584504,1.1399271,1.0642992,1.032401,1.0237919,1.0590394,0.9146334
0.83085316,1.1083578,1.1332337,0.8694526,0.9792147,1.1434516,1.0530529,1.1511669,0.9833172,1.0179107,1.0661752,0.92412245
0.97966814,0.95585936,0.9891605,0.9119695,0.9956442,0.949133,1.0083452,0.99702525,0.95372266,1.0950936,0.9565377,0.99284333
1.2397836,1.0916809,1.0424744,0.8951617,1.0352612,1.1219319,1.0830306,1.1781529,0.98546344,1.0068939,0.9992499,1.0203621
0.8158669,0.8650147,0.94337654,1.1669924,1.1394821,1.0888596,0.92198277,0.9271666,1.0928159,0.91189337,0.98660535,1.0866498
1.0110859,1.122944,0.882832,0.9878705,1.052065,1.024937,1.0638981,0.9453886,0.90778875,1.047672,0.93195736,0.9600153
1.054055,1.101739,1.0127951,1.0522532,0.85166466,1.0401906,0.99395525,1.033819,0.9147458,0.9091315,1.0768179,1.0069176
1.2386883,1.1527209,0.85638726,1.1724249,0.9169621,0.89443016,1.0574584,0.9721427,1.08554,1.0307521,1.0104927,0.92187196
1.0195884,0.9437786,0.97736704,1.1788776,1.1709498,0.9485331,1.1739129,0.97682095,0.9574086,1.0512164,0.9873311,0.98756915
0.9528007,1.0778499,0.95529985,0.9331132,1.130148,1.1174223,0.8869057,1.1114846,0.9822066,0.9946168,1.012171,0.9468027
0.8473654,1.15321,0.92602617,1.088986,1.1238348,1.134498,1.087476,0.8616479,0.9121382,0.9830871,1.0710673,1.0996337
1.1688955,0.8821623,0.954045,0.88986945,0.9600949,1.0763274,1.1403524,1.0847167,1.073136,0.9274409,1.0122617,0.97886884
0.94858897,1.162323,1.1026822,0.85162944,1.0915862,1.0601033,1.1016314,0.9078697,0.9105788,0.9798485,0.99919236,0.94098675
1.168658,1.1385328,1.0977296,1.1768665,1.1081002,1.1868392,0.9699239,1.167754,1.0941783,1.0709221,1.0934087,0.9737094
1.0069834,1.1808168,0.8778727,0.9925405,1.0909207,0.9537557,0.9863396,0.9518312,0.9254825,1.0493959,1.0965389,1.0541303
