theta_kabs,theta_kmax,theta_kmin,theta_kp1,theta_kp2,theta_kp3,theta_ka1,theta_ka2,theta_kd,theta_ksc,theta_Vmx,theta_Km0,theta_Vm0,theta_ke1,theta_ke2,theta_Fsnc,theta_Rdb,theta_PCRb
0.8951267,1.1749424,0.8520202,1.0525609,1.25889,0.99729466,1.2296722,1.1854086,0.8007746,0.9289578,0.928929,1.1035265,1.0483048,0.9457321,0.97723013,1.0056565,0.9395432,1.1457974
1.3682996,0.8321862,1.1180656,1.2236227,1.1288153,1.0133858,0.8948503,0.8473004,0.8787742,1.072332,0.85113066,1.0266975,0.9405023,0.9799677,0.89025605,1.0723999,1.0094247,1.1146348
0.6950586,0.9928787,1.0743021,0.96348363,1.230372,1.2223378,0.74352884,1.2981081,0.93324816,0.85744536,0.9753919,0.9914751,0.97662973,0.9352374,0.94666684,0.9590835,0.88331693,1.1339685
1.3813238,0.8587177,0.863855,1.1464729,1.0805516,1.027435,0.8200859,0.99079716,0.89181465,1.1187648,0.91711384,0.98154527,0.9778466,0.97832245,0.8819967,1.0665817,0.8922528,0.9398929
1.0524149,0.9520432,0.861168,1.2852807,0.86961323,0.97853,0.7586659,1.2412647,1.0051601,0.8552844,1.1175103,1.1455435,1.0436734,0.93303263,0.9332828,1.0433666,0.88354903,0.93696076
1.4035726,1.2219007,1.2749256,0.8055356,0.9022344,0.88201416,1.1435761,0.8411809,0.9666122,0.85464805,0.9134283,1.0650542,0.999629,1.0715556,0.91085243,1.1311618,0.89352936,1.0220255
1.1203307,1.0651926,0.9773005,0.789351,1.2605563,1.1823395,0.962817,0.8875216,0.86153287,1.0706972,0.87029374,0.9565088,0.9972791,1.0274613,1.0247927,1.0227593,1.0911745,0.890123
0.81790566,1.2915164,0.9057387,1.0233322,0.7871331,0.95554566,0.93195784,1.0947579,0.9014555,0.96006274,0.95885855,0.88632536,0.94808793,0.8530657,1.1244552,0.9731791,1.1139197,0.9161119
1.5594039,0.72732997,1.2885227,0.8542273,0.7541479,0.82927597,1.233849,1.036656,1.1867981,0.9527512,1.1381243,1.125766,1.1471293,1.0828832,0.92898315,1.0977538,1.0681216,0.89457494
1.2923365,0.7374194,1.2738736,1.0701363,1.141151,0.8886493,0.8790773,0.909445,1.1433496,0.87403935,1.1313044,1.1254697,1.0751618,0.9859205,1.063794,1.1299915,1.1151831,1.1196336
1.2291028,0.81314516,0.967783,0.7808874,0.7083003,0.79409367,0.87548476,1.1219682,1.1866944,0.8485457,0.9888431,0.9225298,1.1320778,1.09276,0.9061106,1.1122788,0.9671638,0.8725281
1.4577693,0.7344527,0.82871044,1.1364781,0.9064668,0.7864642,1.1166029,0.7889798,1.1293015,1.0740387,0.9640761,1.1223735,0.99103504,1.1023172,0.8853588,0.92944926,1.1151344,0.89336395
1.5627775,0.9262461,0.85822356,0.8996128,1.2663035,0.8961762,1.2788128,0.8194574,1.1691409,1.1660975,0.8820876,1.0450972,1.004611,1.1347591,1.0939953,1.0342362,1.0150057,0.9200796
1.3228378,1.0027591,1.1894107,0.71257496,1.2574401,1.0791774,1.2658783,0.77649325,1.1434952,1.0277973,0.86834717,1.0552086,0.8881064,0.9367153,0.85728884,0.9934943,1.0631816,1.1019123
0.8850687,1.051608,0.73979855,0.861081,1.0700628,0.75563514,0.872948,1.1017736,1.0337216,1.0729227,0.8834098,1.0735894,1.069263,1.0060097,0.8924736,0.9437085,1.0661268,0.90873647
1.2214649,0.86030704,1.1251639,1.2554125,0.76406085,0.73062634,0.8220794,0.90104,0.9209433,1.0605084,1.052969,1.0200586,1.1053445,1.0177279,0.99394435,0.9182729,0.9633622,1.0185835
0.68822813,0.76019275,0.7857463,0.9461911,0.734759,1.1950066,0.93268144,1.0463804,1.1866738,0.93107414,1.0413648,0.9034578,1.0857743,1.1387719,1.1103766,1.0773116,0.8583763,0.95253515
0.6652171,1.062278,0.7775707,1.2353717,0.788986,1.2533092,0.7688379,0.9958869,0.8691831,1.11613,1.0576596,1.023599,1.1309335,0.89823806,0.894549,1.0586765,0.91979325,0.8926799
0.96596086,1.0587609,0.91605353,0.7368256,1.1102169,0.81286114,0.7701333,0.93006206,0.9860749,0.81586534,0.85225415,1.0625142,0.92982423,0.87584096,0.9252101,1.1304433,1.0975944,0.87597716
1.0016203,1.1172473,1.0871018,1.0842099,0.9913652,1.2585849,0.94611895,1.1303315,1.080456,1.0663289,1.069442,0.953793,1.1006263,0.9362481,1.040676,1.1354234,1.1143937,0.93757457
0.74044526,1.2687131,1.2601807,0.73202056,0.79577297,1.055692,1.2588404,0.9054642,1.193857,0.8548155,1.1327164,0.94501734,1.0407856,1.0884024,0.88578004,1.110607,1.0965278,0.9981369
0.8294002,0.86660755,0.96486187,1.2259836,1.1594099,1.1052046,1.2185347,1.0723054,1.1366773,1.0651598,0.88640714,0.9682377,1.115194,0.9432961,0.9397005,1.0853724,0.86742765,0.85724324
1.0470191,0.98967695,1.1620586,1.2645521,1.0566142,0.8944664,1.2918599,1.0770988,1.1806072,0.89306957,1.0271032,0.8995705,1.0688297,1.0461383,1.0643106,0.9099111,0.8579765,1.0085727
1.0799265,1.0712587,0.7327209,0.86467326,1.0448204,1.2899225,0.9360043,1.2608454,1.1930858,1.0161294,1.0258418,1.0532823,1.1216409,0.9882543,0.91883737,1.0169041,0.9082705,0.9745549
0.8055534,0.83374965,0.78098816,1.1592369,0.8314555,1.2650737,0.9809189,0.8642153,0.92738587,1.1774299,1.0669273,0.8727242,1.0867028,1.0215838,1.0924015,1.0541207,0.8689446,1.0683075
1.5285059,0.7595047,0.8777187,1.0633274,1.0416476,0.7925331,1.0529195,1.2946675,1.088933,1.1077827,1.1223123,0.9537964,1.0125027,1.0576097,1.0037174,0.88581854,1.0548344,1.1496056
0.899734,1.2627373,0.7318942,0.8356971,0.73970336,0.93217665,0.70937157,0.9033811,0.9275114,1.1169723,1.0289636,1.03813,1.0986229,1.1451398,0.95864576,0.89242995,1.0437735,1.1372653
0.60338515,1.0016338,1.0048192,1.2648284,1.18977,0.812003,0.8038436,0.96665156,1.133524,0.8297707,0.852022,1.0988584,1.1406369,1.1028396,0.93210155,1.0891669,0.94250566,1.1474932
1.1446187,1.0248059,1.0166665,1.1356506,0.9592967,1.1566722,1.0503024,1.2542353,1.0858738,1.0944424,0.8535796,0.8645237,0.9879889,1.1335572,0.8738909,0.97217757,1.0565034,0.93893343
1.1268495,1.089756,0.776468,0.99926865,1.11034,0.7831001,0.8913819,0.8523376,0.857715,1.1717551,0.8931402,0.86800486,1.1119219,1.0924535,0.9277101,1.0998327,1.0782546,0.9604964
0.75730246,1.2654768,1.1319902,1.0562993,0.8432778,0.7819646,0.8966356,0.7785037,1.1351169,1.0079206,1.0766006,0.8540302,1.1118491,0.86164427,1.1431916,1.0803843,1.0471421,0.97020525
0.6215777,0.86426646,0.8663745,0.8718631,0.8830749,1.1937761,0.95934206,0.86966854,0.87578386,1.066436,1.1375761,1.1104423,0.8856636,0.95653796,1.1368617,1.0751492,0.9396005,0.996982
1.2521236,0.92173415,1.2453799,0.76657265,1.0011736,1.1880418,0.9235272,1.0177838,0.9296159,1.0053713,1.06888,1.0851936,1.0227308,0.88886327,1.1076448,0.85136074,1.1144384,1.0176958
0.6674538,0.9294904,0.8184461,0.70300466,1.2955725,1.0731105,0.7659083,0.79868764,1.1611918,1.0045424,0.89558405,1.1342033,1.0930365,0.8991332,0.9369932,0.91023844,1.1418732,0.99724543
1.4881681,1.2650715,1.2640165,0.94949156,1.27974,0.9771219,1.1250473,1.1586093,0.8544218,1.1321466,1.1189913,1.1171806,0.99875104,1.1391786,0.92682177,0.96325386,1.0396911,1.0289892
1.3155375,0.89233977,0.99459076,1.0095732,0.87796944,1.1265694,0.9713793,0.8608417,0.9320539,0.9531006,1.0693492,1.1125435,1.0015644,1.0582728,0.93845,0.9579863,1.0542736,1.055491
0.7390288,0.8750288,0.8245153,0.7966535,0.9077783,1.1715212,0.7833512,1.2659495,1.1489252,1.0050709,0.978035,1.1191341,0.9845621,0.9454853,1.0280074,1.0980071,0.9152702,0.89882183
0.96008354,0.8048671,0.7766146,1.1464957,0.8277562,1.0854608,0.91559863,0.8761692,0.8624007,1.0112517,1.0151014,1.0639654,1.0016382,1.1400155,1.0932698,0.88880575,0.91755307,1.1465002
0.7550019,0.8344622,0.8056087,0.87869024,1.1813977,1.0377375,1.1375064,0.84690917,0.8483447,1.0350176,1.0977321,1.0849884,0.9767799,0.9335141,1.117891,0.960061,0.8865501,1.1378584
1.3710097,1.2825528,0.79738986,0.9879683,0.9793083,0.86891365,0.7631538,1.2197884,0.886887,1.0731269,1.0847155,1.0938554,1.0535508,0.8599839,0.8682074,0.9746307,1.1066009,1.1494505
1.2613475,1.2009325,0.97754735,1.2111601,0.74690247,1.2910827,0.79149944,0.823819,1.1518308,0.985058,0.8897436,0.9950522,1.1191946,0.9806789,1.0689074,0.88988024,1.019574,1.0980021
0.9665285,1.230339,0.8439203,0.75660187,0.8092115,0.954525,1.1817895,1.1608498,1.1612445,1.0081745,0.92137426,1.061374,0.9963922,0.9303816,0.9591717,1.1318951,1.1250998,0.93445694
0.6287946,1.0053542,1.2133913,1.1719338,0.95194274,1.0726709,1.1833293,0.96176696,1.0161765,0.9541634,0.9746534,0.9494569,1.0504284,0.87082535,1.1238947,1.1391107,0.978526,1.1027664
1.164188,0.9365178,1.1497153,0.7303204,1.2333742,0.9988884,0.80749357,0.9642739,1.0728955,1.0549918,1.0474658,1.0957997,1.0462923,1.0979956,1.0604885,0.95905596,1.0056524,1.0783851
1.0634363,1.2529031,0.8844809,0.7266691,1.2102553,1.2084309,0.8167375,1.1324198,0.8987732,1.0981661,1.0131687,1.0696574,1.0332693,0.8641676,1.085649,1.0303936,0.91853225,0.91337806
0.60979474,1.2170014,0.8642486,1.2357372,0.73912257,1.142122,0.8084976,1.2650816,1.0334492,0.85586566,1.1179615,0.9002212,0.9982957,1.0128412,0.95859617,0.92676246,1.1074417,1.0010011
